ID,catboost_pred
A147,0.009828308629422293
A148,0.003199679978623896
A150,0.07805484274733406
A151,0.005867228065694939
A152,0.013919030145654994
A154,0.01347560926838792
A156,0.006183174636190435
A157,0.007452482836784584
A161,0.022916263950869084
A162,0.0068381210718262905
A164,0.012243249364433788
A165,0.010088414335247606
A166,0.007841523797876084
A167,0.005912846067423432
A168,0.3702929374883436
A169,0.004514944273808503
A170,0.012271350515261887
A172,0.004064044867873672
A173,0.012704437684626153
A175,0.0019050439569763087
A176,0.006901723173839527
A177,0.01629152798730366
A178,0.0027656010433748657
A179,0.9327278804555991
A180,0.0034782350217191114
A181,0.2896235621732464
A182,0.002179446246538957
A183,0.04747957210818748
A184,0.04581338585969659
A185,0.0036208010725461088
A186,0.4726325608677585
A187,0.004913653672640291
A188,0.008954738255827642
A191,0.014249961978258419
A192,0.018833577134282995
A194,0.006894077508050369
A195,0.005304936592500052
A197,0.02095289141789369
A198,0.004143916959168532
A199,0.038751819646627675
A200,0.02419964836102137
A201,0.00604927458081278
A202,0.008123805535767883
A205,0.004305283771709054
A206,0.00331065733618031
A208,0.009948172413484991
A209,0.1205945545878673
A210,0.02027719394912743
A212,0.002460460998997541
A213,0.009320365638468083
A214,0.010955983471398237
A216,0.004870371521922446
A217,0.11357272327244498
A220,0.0069801341120447466
A222,0.14288182235870675
A223,0.002971198929448383
A226,0.03831825270348438
A227,0.0036826960625848575
A228,0.006658125045291893
A229,0.006833678767214093
A230,0.002562858191618184
A231,0.004430195411794005
A232,0.03158970200003676
A233,0.02226967119001281
A235,0.00640389435400061
A236,0.014596121783656163
A237,0.014553983589246505
A238,0.002316235663807929
A239,0.008249634000534809
A240,0.006099198647724127
A241,0.037712809500506345
A244,0.07326033878264585
A247,0.022546725270993325
A249,0.3163454554758623
A250,0.009911726227059018
A251,0.01763739647911607
A252,0.004494988325800742
A253,0.9589457296772865
A255,0.18691052651744922
A256,0.011580984054401864
A257,0.0033104370072506626
A259,0.012921618142380142
A260,0.014183690429592303
A261,0.007977907091847264
A263,0.008700399856070382
A264,0.009885819197390367
A265,0.0032283237116739793
A267,0.004831490427944989
A268,0.01717070333063197
A269,0.02836789964867197
A271,0.013507784051088035
A273,0.029008628103196068
A274,0.004637495076729551
A275,0.005544942302460519
A276,0.005562357513276748
A277,0.10831645312679658
A278,0.0382890721304923
A279,0.8952013104328433
A280,0.027172873413433912
A281,0.019318332003516243
A282,0.003330509437350334
A285,0.015203594425313802
A289,0.005796603162376749
A290,0.005976628460642183
A291,0.002812338008093172
A293,0.03027085015368395
A294,0.002293330567284749
A295,0.04571258638236091
A298,0.006503755415866519
A300,0.03229801869623032
A301,0.05223298339490318
A302,0.023236318468826365
A304,0.012334313556853993
A306,0.010693214453802512
A307,0.0037924618835910007
A308,0.010891638106551273
A310,0.009557544169859938
A311,0.1864762401506477
A313,0.008827855389015348
A314,0.01083987977818909
A316,0.009274943994693752
A317,0.0022364770955390838
A318,0.0017882448441863073
A319,0.28435222966283663
A320,0.008812155441694653
A321,0.00982670602230246
A322,0.013882104906310302
A323,0.003927591671741478
A324,0.02890533148520381
A325,0.01667851019084201
A326,0.021071163542686698
A327,0.05939642452365336
A328,0.16042336242695543
A329,0.013472069882933917
A330,0.057421179782658864
A331,0.0170018237424625
A332,0.007026482178757665
A333,0.0038891080002939112
A335,0.12244920956756562
A336,0.43475923031303965
A337,0.007711130301175766
A338,0.015467686606759807
A339,0.00856692092998622
A340,0.009657776039718208
A341,0.005242202078804774
A342,0.012719981229916978
A344,0.14672159432013823
A345,0.008882015154789856
A351,0.005120230811467284
A352,0.0058524563569248254
A354,0.012513918603337233
A355,0.02750884081723104
A356,0.010804174940033353
A357,0.021113848741050257
A358,0.0019912177536626917
A359,0.004607688296025743
A360,0.01055226886660976
A361,0.08216577521542476
A362,0.04570369602431667
A363,0.02279643507134313
A364,0.008124709609676553
A365,0.014418150563791796
A366,0.008915082955199645
A367,0.011342987884887908
A368,0.19871485383478005
A369,0.010644880253847218
A370,0.008431920740188819
A371,0.008785475842221188
A373,0.0038631198334593904
A374,0.03064889639663584
A375,0.005332657008033534
A376,0.01643065058902026
A378,0.005836791293532536
A383,0.03384227889220538
A386,0.020865825594025805
A387,0.0042363796796946905
A388,0.022068870202987572
A390,0.020633991358720127
A391,0.005416591158114059
A392,0.009881856853659885
A393,0.024731847399691913
A394,0.019430983750775486
A396,0.00747450080406878
A398,0.016168827856225653
A400,0.014467265470829382
A401,0.12157893220447058
A402,0.007034063398518865
A404,0.003103499792362074
A405,0.016410200922121847
A407,0.04053397744149054
A408,0.02600240179392004
A409,0.004280046983553362
A410,0.6840103183839356
A412,0.004288507516107444
A413,0.025012578410002685
A414,0.022939661076231705
A415,0.011216218415281703
A417,0.008695799231059734
A418,0.0025908765751898495
A419,0.07126229350597334
A420,0.0036622094650587403
A422,0.014083479142836856
A423,0.010462379646537132
A424,0.004516068312518891
A425,0.01843749131019553
A426,0.022606093639409207
A427,0.031019609631738297
A428,0.33686580365842383
A431,0.7274536084983964
A432,0.003063320201937503
A433,0.01287791372972009
A434,0.023850994771489213
A435,0.012506392596882562
A437,0.00954636267864502
A438,0.0024226630990429594
A439,0.07615040299748073
A440,0.0063554165432718355
A442,0.0021598355403320032
A443,0.002713575307678792
A446,0.025059907215579227
A448,0.02159020039160826
A449,0.00373316348388717
A450,0.032686524388780336
A451,0.031992480372618814
A455,0.0027628424673077925
A456,0.15608489857560673
A457,0.007463277773801111
A458,0.01360418891451736
A459,0.008987730290391911
A460,0.005693218552631181
A461,0.023029602853761634
A463,0.0035542639040501514
A467,0.01882344461134524
A469,0.14016714174513703
A470,0.04744925712994389
A472,0.03075850267778056
A474,0.0025454708406541177
A475,0.011561099404690989
A476,0.0030283865614725747
A477,0.15700039520073478
A478,0.011613944336154647
A479,0.01013910995954558
A483,0.004884182333877047
A485,0.011833195421548351
A486,0.8855673123578705
A487,0.03917041396241898
A489,0.08120616334706635
A491,0.002011824394414222
A493,0.20184924346443903
A494,0.009382247925337492
A495,0.004505833551239335
A498,0.015249601295267413
A499,0.003530221068080112
A502,0.005204533428705181
A504,0.009272344682334491
A505,0.004104576820724589
A506,0.0405596715294502
A507,0.011602854415304327
A509,0.0374623387406097
A511,0.8892208749240483
A512,0.0075215930652618515
A513,0.009511827875523163
A514,0.008843252518020497
A515,0.02439691751986652
A516,0.03436331082356
A517,0.007014181701910692
A519,0.002521617770202453
A523,0.006604370215444256
A524,0.03166836900670569
A525,0.06683636920911899
A526,0.010181147752939677
A530,0.005332074836349562
A537,0.005183572339558732
A538,0.0200350471430276
A541,0.02476686065931864
A543,0.0023299471705321624
A545,0.543320953393371
A546,0.033547102404709025
A548,0.02687592571814558
A551,0.004960141832263835
A552,0.0070348299731011
A554,0.00864999738747777
A555,0.0021786021367810895
A561,0.4682549514399367
A562,0.005295595836861382
A564,0.02574912763120402
A565,0.02330525179632496
A567,0.0076104296046396215
A569,0.6620005143302716
A570,0.0018480539981872738
A571,0.010548124199881574
A572,0.014978055358477562
A574,0.033815629124264245
A575,0.0026898622996939566
A577,0.016413370994939662
A578,0.05587576777683918
A580,0.002928922593286606
A581,0.02238763903077033
A582,0.006013524390856561
A584,0.002535597274204349
A586,0.06820179632519871
A587,0.00630548302743872
A588,0.019139794169450816
A589,0.018882048492188015
A590,0.011522982054763587
A591,0.3201612306605132
A592,0.003974622690837642
A593,0.08602376755867458
A595,0.016985380861730917
A596,0.0025058403578393533
A597,0.002691295086061492
A598,0.019345181904114946
A601,0.042257463235487354
A603,0.013371727965006663
A604,0.005808506946978876
A605,0.006288944905565153
A606,0.003637341970302551
A607,0.022002994482604905
A608,0.02924272643179498
A610,0.09700878510944617
A611,0.020482023280544718
A612,0.01573956472882316
A613,0.00293068322286191
A615,0.014974672194535407
A616,0.005077673478688439
A617,0.01906224005909376
A618,0.012862737456382152
A619,0.0041737219193930175
A623,0.014896009675429594
A624,0.002621902071629003
A626,0.012355704145828206
A627,0.02451797054151327
A628,0.02712424892474128
A631,0.003207234533209232
A632,0.011372285377267985
A633,0.002478965754542893
A634,0.3274414941687935
A638,0.004787915292977899
A639,0.004983956613944648
A641,0.050554336756244815
A644,0.02271482573695961
A645,0.006425550610621534
A646,0.016038809102575446
A648,0.006830242620746541
A649,0.034751573005200986
A651,0.014095528968424026
A653,0.11894111943895379
A654,0.04505112732811504
A655,0.09375763528835664
A656,0.005068575641595594
A657,0.3264447997920236
A658,0.014837241687437906
A660,0.007196224650562333
A663,0.018718741769378346
A664,0.019519255936046993
A665,0.007971531220079204
A666,0.04623495284099854
A670,0.009666075660571883
A671,0.02324104470556721
A672,0.09842218054989238
A673,0.005157567041156229
A674,0.8942630221418981
A675,0.030895659478333327
A677,0.0062116757109375205
A678,0.005715100640431978
A680,0.0231830885700101
A681,0.07252867414068094
A682,0.0021181223939109903
A683,0.022355389408872224
A686,0.006807453899969117
A687,0.01595718839934723
A688,0.0037986821358040493
A689,0.9847397449866611
A692,0.9502269680731014
A693,0.007990798863520408
A694,0.01872285371897981
A695,0.02041704325974702
A696,0.7794282927181443
A697,0.008465678598848126
A698,0.0026821499993161216
A699,0.04333472546655321
A700,0.05043450645783106
A701,0.00189191356343962
A702,0.013480658167813428
A703,0.0070446968814803345
A704,0.923421962179442
A706,0.00283002704799493
A707,0.004772345414544715
A708,0.0027148993098191714
A709,0.017933549854243037
A710,0.08465868757665328
A711,0.007929707180215828
A712,0.007930404233234543
A713,0.11222068377131142
A714,0.0034181860565508622
A715,0.04682649233912039
A716,0.0067612207188312585
A718,0.002223605716438157
A720,0.02361368819907461
A721,0.005977625944978276
A722,0.012819176150747626
A723,0.05287114664973416
A724,0.12365134885439154
A725,0.0017775911083896497
A731,0.0025669998946134536
A733,0.012852061808741126
A735,0.03333130041389929
A737,0.003984302490181027
A739,0.08927842905086306
A740,0.018459261622332343
A741,0.017285886987645237
A742,0.008068796016672307
A743,0.0220073269344113
A744,0.012056153773628226
A745,0.7843623704145788
A746,0.006612930227407422
A747,0.002552397597758693
A748,0.007198709759191544
A749,0.0045059961654549865
A750,0.014818723203690149
A751,0.001606047433711941
A753,0.022955237246636853
A754,0.614181198714962
A755,0.013052746643131156
A756,0.006080581361184063
A757,0.007081530311858656
A758,0.06375817716820804
A759,0.08876880187136414
A760,0.02587766167284192
A761,0.012886250683368171
A762,0.009576355831608563
A763,0.002961666527805479
A765,0.005432715183645185
A766,0.5513731417250161
A767,0.9335552506851043
A768,0.002220697303917857
A770,0.09637442595256154
A771,0.002822940416074503
A773,0.004521631638799428
A775,0.014131534350929292
A776,0.16368784210589768
A778,0.004549291539429832
A779,0.013205161673108104
A780,0.0021975004922448927
A782,0.007350669492766395
A783,0.020785823408741317
A784,0.05094471898378963
A785,0.013403632176249508
A786,0.017048236786575768
A787,0.01775795729732761
A788,0.003107335878963961
A789,0.01572464796823573
A790,0.011542075579063735
A791,0.006938955831029793
A792,0.009958440036772072
A794,0.022438627362283435
A796,0.006731994084789421
A797,0.04701722961353726
A798,0.9920228280536145
A799,0.016816492205312818
A801,0.03071044696660345
A802,0.016682326993143013
A803,0.0100400659283367
A804,0.056775697546972106
A805,0.005383258637956456
A806,0.017017212393532884
A808,0.005163805375233149
A809,0.012330657650759943
A810,0.007243781000931698
A811,0.006008951080894421
A814,0.02237225184334702
A815,0.014875058286364679
A816,0.005736209932119358
A817,0.04026501290440519
A820,0.005863437319317115
A821,0.06592723685494777
A822,0.10390493461323634
A823,0.04064278028611592
A824,0.0325774268505095
A825,0.0950184558475563
A827,0.029076198772237962
A828,0.0032939853196917433
A831,0.027737404457722395
A833,0.015238189966245203
A834,0.0032995470821996376
A835,0.015307442427079751
A836,0.008989769499790228
A837,0.003416002163152385
A838,0.0062867582262401975
A839,0.028380216238847917
A840,0.0023870611415686307
A845,0.04098726653547147
A846,0.019022566886203005
A847,0.010670808153381508
A848,0.03863372425934363
A849,0.0029198533871698904
A851,0.002947271593420964
A852,0.0026193757237810804
A854,0.14804546164915308
A856,0.011042697576870745
A857,0.003429621053399155
A858,0.00242800799688983
A859,0.9389119747649713
A860,0.013038611008813565
A861,0.1805301039772833
A866,0.002952103924991146
A869,0.037837812495141
A870,0.003333228257752082
A871,0.005134191987440256
A875,0.09229617555621211
A877,0.004533023132769774
A878,0.015294666319607438
A880,0.02925507947118199
A882,0.016477838329501813
A885,0.003629049375860786
A886,0.007477796453292482
A887,0.011204948630303253
A888,0.004137714277074082
A889,0.003422318421224842
A890,0.01161117503040945
A891,0.011556133917861873
A895,0.03273702680210119
A898,0.018495114127261104
A901,0.09455854788101169
A902,0.007979045309593402
A903,0.053496906013330243
A904,0.0048011852072941475
A905,0.0023729624064197383
A906,0.006813783142676214
A908,0.0017007461203064462
A909,0.9868478302344826
A910,0.016033685117205092
A912,0.003358385619922213
A913,0.024263101329071408
A914,0.16480680810917422
A916,0.00664092045523035
A918,0.007117882107352649
A920,0.09192119271635815
A921,0.00531113117087874
A922,0.01334859203122322
A923,0.041137741512056236
A924,0.2500821999785475
A925,0.007860053438831834
A926,0.007884214627435531
A927,0.24867005539506032
A928,0.005617841099497007
A929,0.027236631386524914
A930,0.009070341505793247
A931,0.11766622123199409
A932,0.025376422179174598
A933,0.00771760209313749
A935,0.023204523129636983
A936,0.006173550276816943
A937,0.00242670000852912
A938,0.00517719196483045
A939,0.016714881922410132
A941,0.0034779102876082127
A942,0.00967458770466331
A944,0.0279061041539332
A946,0.01562816470107726
A947,0.10356426063682307
A948,0.012395098832126803
A949,0.047971381975460886
A951,0.0036694558731924874
A952,0.9906105390906618
A953,0.007983471257598757
A955,0.007215094774394828
A956,0.030160862721186458
A957,0.007669898413119327
A958,0.00456535525134442
A959,0.2312555342596411
A960,0.10767602065389793
A961,0.9177216801461298
A962,0.00383027177296031
A964,0.02997766938653184
A965,0.013929857294415163
A967,0.025596468556584213
A968,0.004528293762945071
A969,0.0017590492913985886
A970,0.006580677534461909
A971,0.002452889440311608
A973,0.007258411463587493
A974,0.00545008903027174
A975,0.004871484792673617
A976,0.04460175390848525
A981,0.0031486830664906526
A982,0.009630636858352797
A984,0.007903807686714785
A985,0.07539528272874611
A987,0.026984657652411852
A988,0.008476879899918894
A989,0.014813962059875658
A990,0.0014292395803375962
A991,0.003327328547466942
A994,0.013019790304035616
A996,0.01788178366848919
A997,0.007146870285685069
A998,0.016734013119467376
A999,0.011008178731600036
A1000,0.009887584021597158
A1001,0.09346983831567769
A1005,0.029486125489869248
A1007,0.0047815425578675705
A1008,0.010962328908189803
A1010,0.12118291775339764
A1011,0.0018825422175228353
A1012,0.005850183641998324
A1016,0.021432226579286888
A1017,0.00485783665626196
A1018,0.0032306874986885417
A1019,0.02822348650696391
A1020,0.013316987428168097
A1021,0.006627205879442288
A1022,0.006911902623138531
A1024,0.0035405085860543287
A1025,0.007014100254180172
A1026,0.011872939418112613
A1027,0.012766675934102073
A1028,0.031495186740776386
A1029,0.002341940534311256
A1031,0.00556160083519951
A1033,0.22925883417233192
A1034,0.01478161066418234
A1037,0.006722717855161492
A1038,0.4852148952275589
A1040,0.02365865999837465
A1041,0.033521264944377245
A1042,0.025795526120569824
A1045,0.02535181623103024
A1047,0.0019587050873839528
A1048,0.0065076305958649515
A1049,0.0037735611948700723
A1050,0.012945153410202208
A1053,0.009895544981959662
A1054,0.008293233114640223
A1055,0.012487251758169643
A1056,0.1068257515916174
A1057,0.006826046220792016
A1058,0.5411996764861476
A1059,0.0132657922989118
A1060,0.00575642337892973
A1061,0.010486172265853447
A1062,0.0581540950390354
A1063,0.007125717111277958
A1064,0.004857447126784204
A1065,0.024952539008967545
A1069,0.05303132825599141
A1071,0.0021276708655535194
A1072,0.006225282568381691
A1073,0.020589658642474376
A1074,0.0052402490269992975
A1075,0.010592121409268289
A1077,0.05292355093672664
A1078,0.00942369238426032
A1079,0.0037153830616431164
A1080,0.0051445175053188566
A1081,0.032653286006081715
A1082,0.006857434315502496
A1083,0.013627182666912669
A1084,0.010525981375578756
A1087,0.02070879310072918
A1089,0.07405910075811262
A1090,0.02086321202766678
A1091,0.040178249110293655
A1093,0.010890561755510017
A1094,0.013183277881597733
A1095,0.009536639437825364
A1098,0.008596116815440353
A1100,0.002430160513722056
A1101,0.007870821386536567
A1102,0.0033435152507789744
A1103,0.004503713487652655
A1104,0.008318342864679085
A1105,0.05290545898100015
A1106,0.028276164945253084
A1107,0.025997631372293065
A1108,0.3417139166850812
A1111,0.00748871822561844
A1112,0.020875728637568727
A1113,0.0072158530915703845
A1114,0.023145968828252827
A1116,0.006705175689944002
A1118,0.02613907346309173
A1119,0.008169146320571015
A1121,0.09611748642786795
A1125,0.008365775573952981
A1126,0.018070176697497296
A1127,0.015136253477564886
A1128,0.004609621350988147
A1129,0.0151842367266918
A1130,0.005432273786262791
A1131,0.014855701293426145
A1132,0.01483887522744256
A1134,0.008233556548240826
A1135,0.01713691142285439
A1136,0.004024596201018929
A1137,0.03830377975593297
A1138,0.008639612196497549
A1139,0.004484591411643345
A1141,0.017238619368063087
A1144,0.9432825654549392
A1145,0.2722824941523839
A1147,0.11595466969843006
A1148,0.0027909136507016986
A1149,0.01800928622746221
A1150,0.017536352536080404
A1151,0.007113397453062548
A1152,0.023485446298400405
A1153,0.013346786969356853
A1154,0.0023106013660478117
A1155,0.02318659347046028
A1157,0.0017527911967045837
A1158,0.16820518940111312
A1159,0.008653444835527237
A1160,0.002289219571332138
A1163,0.9540388961991522
A1165,0.1553263224490979
A1167,0.014926064967387293
A1168,0.018069747965471315
A1169,0.003420466887718603
A1170,0.002914207562483478
A1172,0.01989033468373456
A1174,0.003723407843430619
A1175,0.008207956725846713
A1176,0.02724456537792475
A1179,0.004467642693139268
A1180,0.25014930013608266
A1182,0.010408304413231977
A1183,0.019789961618547167
A1184,0.012415381077403299
A1185,0.011058214067241385
A1187,0.020812048530731694
A1188,0.004866276060599576
A1189,0.00479106287157749
A1191,0.00377298686716923
A1194,0.016459628506366446
A1195,0.007759171998058326
A1196,0.9559908289486213
A1199,0.006679969256289518
A1200,0.0704430363657493
A1201,0.029457410472058115
A1202,0.08410862921751644
A1203,0.05555513516912713
A1205,0.03682183998269299
A1206,0.006215065950170383
A1208,0.005630905493008177
A1209,0.09728530144364411
A1210,0.05559760683455354
A1211,0.012031190843868856
A1212,0.010901693478158996
A1213,0.004603683560591615
A1214,0.014278654296154046
A1215,0.0034613339040384956
A1216,0.008316925848231254
A1218,0.5423791833863115
A1219,0.014020695040218533
A1220,0.08447109874534699
A1222,0.011642220527430646
A1223,0.004694497523515394
A1226,0.025814209075570697
A1227,0.03858659834246543
A1228,0.01901481174372683
A1229,0.004472747955767586
A1230,0.004270981050670212
A1231,0.0038300011711960044
A1232,0.02919874364623035
A1233,0.013774595257066093
A1234,0.00595263129908694
A1236,0.024456503234750508
A1237,0.012127425143648441
A1238,0.009636689420517947
A1239,0.004581271547458346
A1240,0.015828341824387786
A1241,0.008518270760739806
A1242,0.351556760342477
A1243,0.011562713486401158
A1244,0.08106613636116938
A1245,0.036282532964987346
A1250,0.003721064174302401
A1252,0.012864516078312885
A1253,0.0649892894160662
A1254,0.0028554930887451833
A1255,0.007066325751437902
A1256,0.06101078617779492
A1257,0.008661908852941873
A1258,0.0026889647429698318
A1259,0.010446951737138072
A1261,0.12798486497978534
A1264,0.06975477749149771
A1265,0.016125169459063754
A1266,0.029996967882152552
A1267,0.08856036617455604
A1269,0.0037599898475438494
A1270,0.026128960218942888
A1272,0.0016261338133320728
A1275,0.11990424645215364
A1277,0.015688051518399096
A1278,0.0063454495451461725
A1279,0.003862695890194479
A1280,0.014431967904922134
A1281,0.010250167483866951
A1284,0.0026588320090976543
A1287,0.020783254618021604
A1288,0.03783608539174254
A1290,0.10283276089206018
A1292,0.023749120917148106
A1293,0.027315144302557184
A1294,0.005644254926737665
A1296,0.0032493388387798226
A1297,0.0528109156917835
A1298,0.09211503576444392
A1301,0.017065593915090774
A1302,0.002603600664685742
A1305,0.0044199012593406466
A1306,0.0030760465006635326
A1307,0.08634421759916648
A1308,0.0063850193407611515
A1309,0.011658760387931597
A1310,0.006709346948424163
A1311,0.013449222947291308
A1312,0.01269328590010067
A1313,0.05719972550100284
A1314,0.005007785831452101
A1316,0.009253237519585848
A1317,0.037824965863027124
A1318,0.01880891503069506
A1319,0.007222636096665496
A1321,0.02884781184620787
A1322,0.09830316330597942
A1323,0.0031750524591356625
A1324,0.01605063604575577
A1325,0.0033410851519193293
A1326,0.01807156844211051
A1330,0.03246104952492939
A1332,0.03186815430462234
A1334,0.016123921389584378
A1335,0.010852953594168874
A1336,0.014264696419334989
A1338,0.0075885757823262135
A1339,0.010733472123387974
A1340,0.030398448168576876
A1341,0.008477297129476305
A1342,0.008834878997211934
A1343,0.004218970205916701
A1345,0.03567858210958365
A1346,0.9755947195563404
A1347,0.01465788111425211
A1348,0.01312763807874581
A1349,0.01177613037947454
A1350,0.013390520247547362
A1351,0.35038024248516497
A1353,0.02564564171045446
A1354,0.020744447482875326
A1355,0.02240723167618994
A1356,0.005034932744465169
A1357,0.003000802991644934
A1360,0.007003613794726149
A1361,0.012246041529729478
A1362,0.0037628742051515687
A1365,0.054259420460210726
A1366,0.004700759576897304
A1367,0.008125769846140869
A1369,0.0027276164990259026
A1373,0.055177801749516975
A1374,0.003513607261423022
A1375,0.0034753353710156444
A1376,0.024788559325509323
A1377,0.06435289386300738
A1379,0.010357037091850197
A1382,0.27272128581972493
A1383,0.008376907358958331
A1384,0.006226715718615158
A1385,0.021381099280665502
A1386,0.006962428001617255
A1388,0.004884876233766376
A1389,0.04101192108906688
A1390,0.007248933597737713
A1393,0.009840119564646983
A1395,0.030099756498355917
A1396,0.012169480546262034
A1397,0.006790581188338667
A1398,0.36279256775938473
A1400,0.009078961577722606
A1401,0.11211486198577918
A1402,0.0021558922767001133
A1403,0.028477807656279237
A1404,0.019628483487868532
A1405,0.00939485378893732
A1406,0.018676344143572526
A1407,0.016936620512648295
A1408,0.015975424326264663
A1409,0.5292485601880094
A1410,0.009037537381547391
A1411,0.02897196464068362
A1413,0.015816088174636152
A1414,0.23727626706851948
A1416,0.01338744362551142
A1417,0.005096234878859053
A1418,0.008136520734702436
A1421,0.0428346521553999
A1424,0.010811386708415568
A1425,0.01313977289567053
A1426,0.009099154686457753
A1427,0.013169028164738474
A1429,0.04466788681104889
A1430,0.028814085946228512
A1433,0.005261597060980677
A1435,0.08955534684714289
A1436,0.0728516195568426
A1437,0.04583522498424599
A1438,0.006792289969251526
A1439,0.018257174638282688
A1440,0.00924064939308255
A1441,0.004083278962311177
A1442,0.8586360000844343
A1444,0.015827930146094293
A1445,0.068783538115839
A1446,0.004133645435818219
A1447,0.004990763705398559
A1448,0.0052589851294418755
A1450,0.006755495938248176
A1452,0.024547046125667944
A1455,0.01953655669599503
A1459,0.0036583405510102474
A1460,0.009442428319322668
A1461,0.012908846884126137
A1463,0.002599856949263189
A1464,0.005883357056103713
A1467,0.018204382090503707
A1468,0.01689448643741771
A1469,0.088572336774866
A1470,0.01820851655322386
A1471,0.0030406070988830106
A1473,0.06247160186520253
A1474,0.02999298591303326
A1475,0.006545696955919314
A1477,0.0106996262108743
A1478,0.03932626163344366
A1479,0.06346537760046474
A1480,0.008210820071059706
A1481,0.008396625411292623
A1482,0.012819312133714473
A1484,0.06952081110589046
A1486,0.003069552028225679
A1487,0.01138507418474229
A1488,0.01667119308327622
A1489,0.006619204143664084
A1490,0.6369242343339874
A1491,0.05097692926814445
A1492,0.04816570729759662
A1493,0.8245856850815141
A1495,0.00656258241842496
A1497,0.1449749099059315
A1498,0.004223403232526934
A1499,0.007938322090670491
A1500,0.012873990096833958
A1502,0.021085509880063864
A1503,0.005141085339701216
A1504,0.030935368557387873
A1505,0.008496096047613986
A1507,0.008294677816187082
A1509,0.00626744192455895
A1510,0.005518447861448071
A1511,0.042029803326071716
A1513,0.21642718115117002
A1518,0.02654741087618895
A1519,0.010448454985261762
A1523,0.007234302239947337
A1528,0.06699329924611673
A1529,0.004340881574173234
A1531,0.016009377111691616
A1533,0.004927597494853082
A1535,0.025258034507868926
A1536,0.011864792435215366
A1538,0.016567842906782506
A1539,0.7633373498788286
A1540,0.016321629790309076
A1542,0.010275423543773728
A1544,0.004994077471011152
A1546,0.0034421449597028474
A1547,0.6728582205573101
A1549,0.013026164335084675
A1550,0.004562239651197591
A1551,0.05229157203757339
A1553,0.014182300149419161
A1554,0.03870925043698642
A1555,0.022894128262401708
A1556,0.025130316836282824
A1558,0.8649441490405657
A1559,0.019926834582853215
A1561,0.0036824736976297113
A1562,0.04167849504445345
A1563,0.057368586580624326
A1566,0.006268022629324827
A1567,0.01818021262301629
A1571,0.0051145520304051745
A1573,0.3122959366740201
A1575,0.10262484494066135
A1576,0.027966966029682582
A1577,0.02013868037984701
A1578,0.006814596510349846
A1579,0.41656614751997884
A1580,0.002367712016406649
A1583,0.02049845557469102
A1584,0.002214721885311364
A1585,0.0028102233346434164
A1586,0.016647875923569266
A1588,0.025223505549143835
A1589,0.01682527805327067
A1590,0.013367016058422464
A1592,0.004952132175300761
A1593,0.0026036005895672598
A1595,0.015965135978333957
A1597,0.0031017985377088113
A1599,0.012398615615509307
